"plot_id","x_KKJ","y_KKJ","x_ETRS","y_ETRS","lon_WGS84","lat_WGS84"
11151,3180950.701,6713685.196,180909.271410758,6710866.61016777,21.2027583459569,60.4076483084335
11231,3244950.196,6713678.567,244883.078547516,6710860.30322988,22.3600265162426,60.4530344673984
11232,3244954.311,6714088.683,244887.189858976,6711270.25458772,22.3595765250903,60.4567058028015
11252,3260959.521,6714080.774,260885.973405774,6711262.42810239,22.6495839892623,60.4664313843778
11271,3276938.953,6713681.78,276858.990292563,6710863.67335403,22.9397571686748,60.4720113705567
11272,3276958.02,6714068.777,276878.047723324,6711250.51502231,22.9396694258844,60.4754864946208
11273,3276961.311,6714493.383,276881.335304799,6711674.95050824,22.9392533434449,60.4792895850075
11274,3276956.894,6714890.756,276876.91811699,6712072.16389358,22.938727840489,60.4828446055632
11314,3308948.76,6714877.921,308855.933964739,6712059.49152313,23.5194571081988,60.4991651856204
11331,3324960.722,6713676.545,324861.468905085,6710858.67674243,23.8114071971574,60.4956768789951
11332,3324951.874,6714084.109,324852.622462427,6711266.07694173,23.8108873986304,60.4993252445056
11333,3324961.085,6714476.386,324861.827839369,6711658.1963719,23.8107090722509,60.5028444673303
11334,3324973.838,6714881.567,324874.573730539,6712063.21463475,23.8105836851632,60.5064808611306
11351,3340937.745,6713695.47,340832.071962348,6710877.67234635,24.1016970090278,60.5024733579155
11353,3340953.727,6714482.814,340848.043691417,6711664.70002793,24.1013567477688,60.5095370113838
11354,3340945.997,6714887.852,340840.314818686,6712069.57522462,24.1008916208177,60.5131645014252
11374,3356943.842,6714900.35,356831.730633575,6712082.1462414,24.391794288557,60.5192818019888
11392,3372979.004,6714095.952,372860.451501377,6711278.14960324,24.684019693327,60.5174515624907
11393,3372989.005,6714516.831,372870.446435017,6711698.85947207,24.6839320205665,60.5212289992214
11394,3372968.928,6714894.96,372850.375667226,6712076.83637895,24.6833244320353,60.5246135689991
11411,3388955.771,6713679.759,388830.798024575,6710862.20150498,24.9749411087753,60.518447140104
11412,3388954.053,6714076.324,388829.078791477,6711258.6070676,24.9746876833239,60.5220035898565
11413,3388942.861,6714474.943,388817.889357695,6711657.06575864,24.9742606227646,60.5255758431358
11414,3388951.725,6714880.693,388826.747827039,6712062.65268023,24.9741945088655,60.5292175940069
11432,3404958.992,6714093.742,404827.582976053,6711276.09558412,25.2659705231487,60.5262622684241
11433,3404992.619,6714493.307,404861.194522764,6711675.50008904,25.2663909450346,60.5298546457473
11451,3420950.9,6713681.973,420813.062565426,6710864.56942896,25.5572691350523,60.5260322982191
11452,3420942.624,6714084.061,420804.787952977,6711266.49569405,25.5569578942136,60.5296382372156
11453,3420947.806,6714484.434,420809.965937486,6711666.70771387,25.5568923236993,60.5332314354292
11454,3420946.993,6714879.38,420809.151359509,6712061.4948873,25.5567197250223,60.5367747600973
11471,3436965.167,6713687.055,436820.889244005,6710869.72657403,25.8488412106905,60.5289107371566
11472,3436948.362,6714071.61,436804.089151691,6711254.12682721,25.8484126288421,60.5323587540725
11473,3436959.056,6714474.89,436814.776910036,6711657.24468178,25.8484788152241,60.5359791094929
11474,3436935.502,6714877.252,436791.230447478,6712059.44474094,25.8479214801065,60.5395858446635
11491,3452955.625,6713677.035,452804.915672401,6710859.78748031,26.1400365283131,60.5310142256189
11493,3452952.62,6714479.663,452801.908028174,6711662.09260847,26.1397906476882,60.5382165847073
11494,3452955.687,6714879.626,452804.971875335,6712061.8947381,26.1397512294433,60.5418061736985
11512,3468942.835,6714088.001,468785.692498141,6711270.66480925,26.4311438148342,60.5362606326459
11513,3468940.393,6714485.044,468783.249579782,6711667.54806481,26.4310367622927,60.5398236952889
11531,3484946.234,6713706.745,484782.654715611,6710889.63873266,26.7226990130209,60.5337630553121
11532,3484954.631,6714078.897,484791.04655952,6711261.64103304,26.7228233807976,60.5371033685421
11533,3484933.81,6714477.916,484770.23203164,6711660.49938378,26.7224133873531,60.5406836997941
11534,3484943.176,6714879.964,484779.592343971,6712062.38566001,26.7225531069125,60.5442923572312
11571,3516947.333,6713675.838,516770.876284767,6710858.89663778,27.3056074512488,60.5334252649946
11572,3516945.721,6714073.553,516769.263043712,6711256.451561,27.3056116976316,60.5369947415722
11573,3516947.743,6714481.441,516771.282292324,6711664.17540726,27.3056830136681,60.5406553653811
11574,3516947.68,6714880.172,516771.217424125,6712062.74592917,27.3057155818989,60.5442338919198
11591,3532943.721,6713677.326,532760.825844767,6710860.45995951,27.5969707006259,60.5324547924355
11592,3532945.493,6714069.958,532762.595270648,6711252.93392306,27.5970678258016,60.5359782980064
13194,3212947.581,6730883.959,212893.225223498,6728058.63008373,21.7560211698915,60.5853376100067
13232,3244941.857,6730081.402,244874.661934685,6727256.55251572,22.3387885224977,60.5997587335397
13233,3244949.436,6730489.982,244882.235887908,6727664.96851238,22.338398326281,60.6034183545032
